,Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
956,Suno India,,Media,Multilingual podcast platform,Shobu Yarlagadda,3000000.0,Angel Round,2020
957,LendingKart,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020
958,Text Mercato,Bangalore,,Cataloguing startup that serves ecommerce platforms,1Crowd,649600.0,Series A,2020
959,Eden Smart Homes,,IoT,Develops smart home automation systems,Inflection Point Ventures,3000000.0,,2020
960,GrayQuest,Mumbai,EdTech,Enables parents to pay their annual education fees in up to 12 monthly installments,Foundation Holdings,1000000.0,Pre Series A,2020
961,BigHaat,Bangalore,Agritech,Agri-inputs ecommerce player,"Ankur Capital, Beyond Next Ventures",2000000.0,Pre Series A,2020
962,CityCash,Mumbai,Fintech,Focusses on creating a transit led micro-payments ecosystem,Orios Venture Partners,1000000.0,Seed round,2020
963,HomeLane,Chennai,Interior design,Provides interior designing solutions,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",1000000.0,Series D,2020
964,HungerBox,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",IIFL Income Opportunities Fund,6700000.0,Series C,2020
965,DaveAI,Bangalore,AI,Sales augmentation platform with a vision to democratise AI for enterprises,Mumbai Angels Network,3000000.0,,2020
966,Eduvanz,Mumbai,Fintech,Digital finance NBFC that provides affordable education loans,Sequoia India,5000000.0,Series A,2020
967,ZipLoan,Delhi,Fintech,Provides loans to MSMEs,Stride Ventures,2000000.0,,2020
968,DocSumo,Mumbai,AI,Platform helps to automate and analyse financial data,"Better Capital, TechStars, Barclays.",220000.0,Seed round,2020
969,CUSMAT,Warangal,AR/VR,It builds high immersion training systems for enterprises,"Venture Catalysts,  Raveen Sastry",3000000.0,,2020
970,Chingari,Bangalore,Media,Short video platform,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Seed round,2020
971,Bolo Indya,Gurugram,Media,User-generated content platform,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre series A1,2020
972,Data Sutram,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,"Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,,2020
973,Wobot Intelligence,Delhi,AI,AI backed video analytics platform,Sequoia Capital India,2500000.0,Pre Series A,2020
974,DrinkPrime,Bangalore,Appliance,Subscription-based Water purifier startup,Sequoia Surge,2879000.0,Pre Series A,2020
975,Infeedo,Gurugram,HR tech,An employee engagement HR analytics platform,Y Combinator,700000.0,,2020
976,Probus Smart Things,Delhi,IoT,Platform for monitoring distribution sub-station performance and operations,Unicorn India Ventures,3000000.0,Seed round,2020
977,CrowdPouch,Bangalore,Tech,A reward-based fundraising and preselling platform,Elina Investments,3000000.0,Angel Round,2020
978,Rebel Foods,Mumbai,Food tech,Cloud kitchen platform,Coatue Management,26500000.0,Series E2,2020
979,Hevo,Bangalore,Tech,Data pipeline startup,"Qualgro, Lachy Groom",8000000.0,Series A,2020
980,BigSpoon Foods,Ahmedabad,Foodtech,Cloud kitchen startup,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Pre series A,2020
981,Chingari,Bangalore,Media,Homegrown short video platform,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,2020
982,ShareChat,Bangalore,Media,Indian social network platform,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,,2020
983,DatStop,Delhi,Hospitality,It offers urban social space,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",3000000.0,,2020
984,IPHM Services,Mumbai,Mental Health,It helps design programs and workshops for the psychological well-being of individuals,Indian Angel Fund,3000000.0,Seed Round,2020
985,Wellcure,Gurugram,Healthtech,It caters to all health and wellness needs,Inflection Point Ventures,200000.0,,2020
986,VilCart,Bangalore,Ecommerce,"Retail industry in rural India through technology, supply chain, and logistics facilities.","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",3000000.0,Bridge Round,2020
987,Firescore,Mumbai,Gaming,Game development studio,Crazy Labs,500000.0,,2020
988,BulBul,Gurgaon,Social commerce,A video and livestream led commerce platform that makes online shopping engaging,Info Edge,8700000.0,,2020
989,Toppr,Mumbai,Edtech,It provides AI-based after school learning app for K12,Foundation Holdings,46761000.0,Series D,2020
990,Pickright Technologies,Bangalore,Fintech,Marketplace for stock market investors and advisors,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,2020
991,Muse Wearables,Chennai,Tech,It sells the world’s first payment-enabled hybrid smartwatches,Dr. Bhaskar Rao Bollineni,3000000.0,,2020
992,SATYA Microcapital,Delhi,Fintech,Microfinance company that offers collateral-free credit to micro enterprises,BlueOrchard Finance Limited,9.6,,2020
993,WYN Studio,Gurugram,Media,It creates video content and podcasts,India Angel Fund,3000000.0,Seed Round,2020
994,Fourth Partner Energy,Bangalore,Solar Solution,Largest startup in the distributed solar sector,ResponsAbility Investments AG,15000000.0,,2020
995,Entri,Kochi,Edtech,Local language learning startup,Good Capital,1700000.0,Pre series A,2020
996,Snack Amor,Mumbai,Foodtech,Healthy snack startup,Dr Srinivas Chunduru,3000000.0,,2020
997,MPowered,Gurugram,SaaS,Asset Management Solutions,"Ashok Nichani, Shelly Nichani",21000000.0,Pre series A,2020
998,Leap Club,Gurugram,Social e-commerce,Community led professional network for women,Titan Capital,3000000.0,,2020
999,Ather Energy,Bangalore,Automobile,Electric scooter manufacturer,Hero MotoCorp,11241000.0,Series C,2020
1000,Gigforce,Bangalore,HR tech,Provides staffing solutions for businesses,Unitus Venture,804000.0,,2020
1001,Vegrow,Bangalore,Agritech,It is building an asset-light farm by partnering with small farms on a profit-sharing model,"Matrix Partners India, Ankur Capital",2500000.0,Seed Round,2020
1002,Finn,Bangalore,Fintech,Neobanking startup that digitises all banking transactions,"Unicorn India, PointOne Capital, Astir Ventures",3000000.0,Pre series A,2020
1003,Bijnis,,B2B marketplace,Provides a platform for manufacturers and retailers in digital transaction,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,2020
1004,iNurture,Bangalore,Edtech,"It provides a conducive and healthy teaching, learning environment",BlackSoil Capital,1340000.0,,2020
1005,StyleDotMe,Gurugram,Fashion Tech,"mirrAR, helps jewellers sell jewellery with no physical inventory",Survam Partners,467000.0,Pre series A,2020
1006,Ripsey,Mumbai,Nutrition tech,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,Ah! Ventures,133000.0,,2020
1007,ThriveFNC,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Rajesh Ranavat,3000000.0,Seed Round,2020
1008,Vedantu,Bangalore,Edtech,Onine learning platform,Coatue,100000000.0,Series D,2020
1009,Magicpin,Gurugram,,"It is a local discovery, rewards, and commerce platform",Samsung Venture Investment Corporation,7000000.0,Series D,2020
1010,Procol,Delhi,Agritech,Commodity procurement platform,Sequoia Surge,3823000.0,,2020
1011,Yumlane,Mumbai,Cloud Kitchen,Online retailer that offers a range of on-the-go hot snacking and meals,Jetty Ventures,1000000.0,Pre series A,2020
1012,Crio,Bangalore,Edtech,A learning platform for developers,021 Capital,934000.0,,2020
1013,Openapp,Bangalore,IoT,Security solutions startup,Unicorn India Ventures,500000.0,,2020
1014,PumPumPum,Gurugram,IoT/Automobile,Offers leased car services,LetsVenture Syndicate,293000.0,,2020
1015,uFony Services Pvt ltd,Pune,Edtech,"School Diary, a platform that brings education to smartphones",Chennai Angels,3000000.0,,2020
1016,Protinus Fashion Networking Pvt Ltd,Mumbai,Fashion,Owns and operates fashion commerce and retail management platform 6Degree,SucSEED Ventures,3000000.0,Pre series A,2020
1017,Uable,Bangalore,Edtech,Online life skills development platform for children,3one4 Capital,3000000.0,Seed Round,2020
1018,ParkSmart,Delhi,IoT,Parking spot reservation platform,Ah! Ventures,198000.0,,2020
1019,Plum,Bangalore,Healthtech,Provides health benefits to corporates,Incubate Fund,927000.0,Seed Round,2020
1020,IncNut Digital,Hyderabad,Ecommerce,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,RPSG Ventures,4000000.0,Series A,2020
1021,GigIndia,Pune,Tech,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,Incubate Fund India,971000.0,Pre series A,2020
1022,Specsmaker,Chennai,Eye Wear,Online optical chain for eye wears,Eight Road Ventures,3060000.0,,2020
1023,Piggy Ride,Bangalore,SaaS,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities","JAFCO Asia, Artha Venture Fund",1862000.0,Pre series A,2020
1024,Chai Waale,Chennai,Beverage,Tea Brand,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,,2020
1025,NOTO,Mumbai,Food,A brand that makes healthy icecream,WEH Ventures,3000000.0,Pre seed round,2020
1026,Cuemath,Bangalore,Edtech,It helps students to learn math online,Trifecta Capital,2888000.0,Series B,2020
1027,Cars24,Gurgaon,Automobile,Online platform for selling used cars,Vivriti Capital,1328000.0,,2020
1028,JetSynthesys,Pune,Digital tech,Digital entertainment and technology company,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,,2020
1029,Earth Energy EV,Mumbai,Automobile,Electric vehicles startup,LR Joshi,3000000.0,Seed Round,2020
1030,Green Cure,Delhi,Health & Wellness,It sells herbal OTC products,Venture Catalysts,3000000.0,,2020
1031,Blue Sky Analytics,Gurugram,Data Intelligence,"It is building AI-powered infrastructure to analyse air quality, pollution etc","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,2020
1032,Edhusk,Jaipur,Edtech,Provieds personalised learning to students by leveraging technology-driven models,Mumbai Angel Network,3000000.0,,2020
1033,Decentro,Bangalore,Fintech,Automated API-based platform that enables financial integrations.,Y Combinator,15500000.0,Series A,2020
1034,Zolostays,Bangalore,Co-living,It offers affordable housing apartments to young professionals and students,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,2020
1035,Frontier Markets,Jaipur,Ecommerce,Women entreprenuers sells products and services to rural India,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Pre series A,2020
1036,Brainwired,Kerala,Agritech,India’s first livestock health monitoring company,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",3000000.0,,2020
1037,Aye Finance,Gurugram,Fintech,A finance lender to SMEs,Invest in Vision,16753000.0,Series E,2020
1038,Paper Boat,Gurugram,Food & Beverages,Ecommerce platform for beverages and snacks,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,,2020
1039,Ken42,Bangalore,Edtech,A platform that caters to evolving needs of institutions,Turbostart,1470000.0,,2020
1040,Forbidden Foods,Delhi,Food,Packaged snacks company,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Seed Round,2020
1041,Universal Sportsbiz,Bangalore,Fashion,Indian fashion industry with on-trend products,NB Ventures,530000.0,,2020
1042,Gobbly,Gurugram,Retail Tech,A contactless retail store filled with fruits and veggies,Sauce vc,500000.0,Seed Round,2020
1043,Aerostrovilos,Chennai,Automotive,Manufactures micro gas turbines for power-based application,Mumbai Angels Network,3000000.0,,2020
1044,Mitron,Bangalore,Media,Short Video and Social Platform,"3One4 Capital, LetsVenture",267000.0,Seed Round,2020
1045,Bulk MRO,Mumbai,B2B,A full stack B2B platform for industrial supplies,Stride Ventures,3344000.0,,2020
1046,Inspektlabs,Delhi,AI,Focuses on building computer vision products for physical asset inspections,"Better Capital, Titan Capital",600000.0,Pre series A,2020
1047,Big Bang Boom Solutions,Chennai,Defense tech,It developed integrated intellectual properties for defense,Mumbai Angels Network,1000000.0,Series A,2020
1048,Flinto,Chennai,Edtech,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,Lightbox Ventures,7200000.0,Pre series B,2020
1049,Zetwerk,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,Greenoaks,21000000.0,Series C,2020
1050,ChitMonks,Hyderabad,Fintech,Offers enterprise private platform for chit fund firms,Unicorn India Ventures,650000.0,Pre series A,2020
1051,Walrus,Bangalore,Fintech,It provides banking solutions for teens and young adults,Better Capital,3000000.0,Pre-Seed,2020
1052,Arth Designbuild,Hyderebad,Construction tech,Construction technology and solutions provider,"Startup-O, Eden Ventures",1100000.0,,2020
1053,goDutch,Mumbai,Fintech,Group Payments platform,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0,Seed Round,2020
1054,Rusk Media,Delhi,Digital Media,It creates video content,"InfoEdge Venture Fund, Sprout Venture Partners",3000000.0,Seed Round,2020
1055,Bold Care,Mumbai,Health & Wellness,Digital platform that offers sexologist consultations for  men,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",3000000.0,Pre-seed Round,2020
